"type_2","type_3","id","dob","country","head_of_org","revenue","last_edited_by","last_edited_date","date_added","raw_source","algorithm"
"Organization","Company","Smith, Le and Quinn",NA,"Mawalara","Yvonne Chavez MD",17866.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Leon and Wagner",NA,"Mawalara","Paulina Estrada Nájera",316914.74,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Malone and Dyer",NA,"Uzifrica","Richard Bodin",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","LogisticsCompany","Smith, Malone and Ruiz",NA,"Osterivaria","Joséphine Seguin du Ferreira",2202396.47,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Marks and Kennedy",NA,"Arvaros","Jason Tucker",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Smith, Martinez and Burton",NA,"Novarctica","María del Carmen Portillo Martínez",47366.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Mejia and Wolf",NA,"Novarctica","Robert White",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Morales and Whitaker",NA,"Oceanus","Xavier de Leleu",6576.95,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Morgan and Young",NA,"Arvaros","Donatella Pederiva-Baroffio",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Murphy and Torres",NA,"Azurionix","Audrey Blanchard",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Nelson and Reynolds",NA,"Quornova","Sarah Williams",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Ramirez and Mendoza",NA,"Oceanus","Sig. Agostino Tomei",11716.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Riggs and Riley",NA,"Oceanus","Augusto Salvo",8186.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Rose and Lopez",NA,"Oceanus","Cesare Interminei",11326.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Ryan and Gonzalez",NA,"Oceanus","Tina Barnes",5116.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Schneider and Fleming",NA,"Mawalara","Benoît Durand",37312.25,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Scott and Young",NA,"Oceanus","Greca Poerio",15526.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","LogisticsCompany","Smith, Sharp and Dunn",NA,"Novarctica","Óliver Guerrero Segura",371567.76,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Shea and Zamora",NA,"Imazam","Thibaut Bousquet",23666.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Shepherd and Atkinson",NA,"Oceanus","Giuseppina Malenchini",14866.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Silva and Drake",NA,"Uzifrica","Lic. Claudia de la O",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Sloan and Brock",NA,"Uzifrica","Rachel Vasquez",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Smith, Smith and Barber",NA,"Oceanus","Anita Mendoza",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Smith and Morris",NA,"Oceanus","Lara Casellati-Zanazzo",5336.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Smith and Perry",NA,"Valtalmo","Reginald Rowe",1507513.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Smith and Steele",NA,"Oceanus","Brian Sims",10426.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Sullivan and Vincent",NA,"Naraliket","Jennifer Parrish",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Valdez and Hays",NA,"Oceanus","Linda Harris",13922.54,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Walker and Hart",NA,"Novarctica","Lara Nugnes-Gianetti",105808.33,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Watson and Anderson",NA,"Oceanus","Zoé Marisela Pichardo Tejada",7755.49,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Wells and Black",NA,"Oceanus","Piergiorgio Borzomì-Siffredi",10696.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Williams and Bryant",NA,"Khamposa","Marco Antonio Quiroz",13643.33,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Woods and Nelson",NA,"Naraliket","Dennis Phelps",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith, Yates and Perkins",NA,"Oceanus","Zacharie Roux de la Vaillant",54884.37,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Acosta",NA,"Nalakond","Tania Lucas Solorio Romero",8436.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Alexander",NA,"Arreciviento","Lic. Diana Muro",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Allen",NA,"Oceanus","Alexandria Le Lacombe",11336.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Anderson",NA,"Naraliket","Arcelia Reina Jaramillo Briseño",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Armstrong",NA,"Oceanus","Benito Garrido",12006.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Avila",NA,"Oceanus","Lic. Tomás Espinosa",10626.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Barr",NA,"Oceanus","Luc Chauveau",6166.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Bennett",NA,"Oceanus","Brian Barnes",23821.05,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Brown",NA,"Uzifrica","Auguste Renard",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Burke",NA,"Quirinelle","Christina Bowers",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Carrillo",NA,"Oceanus","Licia Boaga",11283.31,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Carter",NA,"Oceanus","Ing. Juan Carlos Treviño",71266.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Clark",NA,"Wysterion","Sergius Bragaglia",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Clayton",NA,"Oceanus","Nicholas Chung",24566.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Coleman",NA,"Wysterion","Mark Smith",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Cortez",NA,"Novarctica","Megan Webster",13306.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Diaz",NA,"Arvaros","Dott. Augusto Porzio",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Fisher",NA,"Oceanus","Hugues Laurent-De Sousa",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Flores",NA,"Uzifrica","Oswaldo Renato Bernal Hernandes",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Garner",NA,"Oceanus","Milena Gentilini-Ceschi",16866.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Gonzalez",NA,"Imazam","Liana Vespucci-Pugliese",6982.23,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Green",NA,"Uzifrica","Bianca Giannini",9710.84,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Griffin",NA,"Kondarica","Théophile Payet",13305.39,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Hansen",NA,"Oceanus","Jacinto Olivas Montaño",8162.23,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Hayes",NA,"Naraliket","Nayeli Irma Bernal",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Holt",NA,"Mawalara","Andrew Jacobs",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Howard",NA,"Oceanus","Dr. Omar Tafoya",5936.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Hudson",NA,"Oceanus","Emiliano Irma de León Trujillo",4856.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Smith-Hull",NA,"Oceanus","Emma Zuniga",16966.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Jackson",NA,"Osterivaria","Timothée Turpin de Bernard",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-James",NA,"Uzifrica","Julia Pichardo Solís",60166.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Johnson",NA,"Oceanus","Madeleine Charles",4916.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Jones",NA,"Naraliket","Eric Boyd",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Kelley",NA,"Oceanus","Anouk Gaillard",5006.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Kelly",NA,"Talandria","Zeferino Germán Jasso",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Lang",NA,"Korvelonia","Annamaria Trezzini",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Lewis",NA,"Oceanus","Gilbert Delmas",4896.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Logan",NA,"Uzifrica","Kathleen Walton DDS",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Lopez",NA,"Oceanus","Christopher Wood",10026.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Love",NA,"Oceanus","Monica Tedesco",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","LogisticsCompany","Smith-Marshall",NA,"Oceanus","Gail Sexton",24966.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-May",NA,"Oceanus","Richard Vallée",5596.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Montes",NA,"Isla Solmar","Valeria Saragat",7407.88,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Norman",NA,"Isla Solmar","Puccio Gabbana",37238.92,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Obrien",NA,"Quornova","Melissa Morrocco-Visconti",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Owen",NA,"Mawandia","Elizabeth Velazquez DDS",45768.78,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Page",NA,"Oceanus","Mauro Campanella",5164.19,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Park",NA,"Osterivaria","Zeferino Hinojosa Cisneros",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Pope",NA,"Azurionix","Erin Hinton",6234.37,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Ramirez",NA,"Oceanus","Héctor Esquivel",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Reilly",NA,"Naraliket","Ciro Fantoni-Mattarella",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Robertson",NA,"Yggdrasonia","Morena Sagnelli",45451.59,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Rodriguez",NA,"Brindisola","Stefani Giannone",29457.13,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Romero",NA,"Naraliket","Patricia Nelson",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Rowe",NA,"Naraliket","Jason Thomas",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Sanchez",NA,"Valtalmo","Mr. Michael Taylor",16210.68,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Serrano",NA,"Oceanus","Victoria Howe",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Sherman",NA,"Uzifrica","Enzo Mondadori",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Simmons",NA,"Wysterion","Matthieu Grondin",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Singh",NA,"Novarctica","Bernabé Soto Guajardo",63466.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Smith",NA,"Nalakond","Christopher Aguilar",7014.6,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Stephenson",NA,"Oceanus","Ruby Rodarte Casares",5204.88,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Thomas",NA,"Oceanus","Margaud-Simone Verdier",5636.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Tucker",NA,"Naraliket","Carla Vela Haro",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Warren",NA,"Mawalara","Théodore Lecoq de Weber",16827.77,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Watson",NA,"Oceanus","Angelina Pagnotto",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Smith-White",NA,"Uzifrica","Francisca Gracia Lozano",31266.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Williams",NA,"Imazam","Marco Antonio Villareal Moya",8376.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Smith-Wilson",NA,"Mawalara","Daniel Zavala",27754.69,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","LogisticsCompany","Snow Inc",NA,"Naraliket","Lauren Vang",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Snow, Burgess and Thomas",NA,"Oceanus","Richard Jones",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Snow, Smith and Lopez",NA,"Oceanus","Margaret Dijoux",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Snow-Campbell",NA,"Faraluna","Milo Vecellio-Tresoldi",26483.56,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Snyder and Sons",NA,"Oceanus","Ricardo Montes",16966.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Snyder Ltd",NA,"Oceanus","Brandon Hawkins",24955.45,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Snyder, Anderson and Trujillo",NA,"Naraliket","Cynthia Jacobo Terán",9663.79,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Snyder, Arnold and Keller",NA,"Mawalara","Dott. Giustino Serraglio",6696.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Snyder, Hamilton and Maldonado",NA,"Imazam","Emmanuel Blanchard",16266.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Snyder, Miller and Stevens",NA,"Quornova","María Eugenia Omar Collado",34781.47,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Snyder, Orozco and Reed",NA,"Calabrand","Evelio Bustos Batista",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Snyder, Salazar and Eaton",NA,"Isla Solmar","Elizabeth Miller",9394.25,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Snyder-Ellis",NA,"Oceanus","Jacques Weber",56490.72,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Snyder-Ferrell",NA,"Uzifrica","Ivo Lovato",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Snyder-Morton",NA,"Azurionix","Dott. Roberto Salata",306666.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Snyder-Olson",NA,"Oceanus","Sonia Venditti",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Snyder-Smith",NA,"Valtalmo","Henry Williams",5756.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Solis and Sons",NA,"Mawalara","Livio Bernetti",34873.97,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Solis Group",NA,"Oceanus","Patrizio Faugno",11746.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Solis Inc",NA,"Naraliket","Ramón Bernal",11102.06,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Solis LLC",NA,"Arvaros","Venancio Brunelleschi-Sanudo",3413330.1,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Solis PLC",NA,"Imazam","Sr(a). Jorge Guajardo",40712.51,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Solis, Phillips and Haney",NA,"Quornova","Margot Gillet",27964.58,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Solis-Lopez",NA,"Oceanus","Ing. Óliver Gil",18566.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Solis-Mullen",NA,"Naraliket","Adrian Hurley",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Solis-Simmons",NA,"Mawalara","Léon-Gérard Morvan",4666.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Solomon Group",NA,"Oceanus","Susan de Lelièvre",13925.24,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Solomon Inc",NA,"Mawalara","Priscilla Ferguson",117037.36,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Solomon, Hayes and Miller",NA,"Mawalara","Angelo Treves",9826.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Solomon, Larson and Lamb",NA,"Mawalara","Francisca Fabiola Cuellar Zelaya",12901.9,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Solomon, Reyes and Delgado",NA,"Novarctica","Robin Ibarra",9056.24,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Solomon, Smith and Meadows",NA,"Mawalara","Ernesto Nadia Aranda",25251.15,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Solomon-Dawson",NA,"Oceanus","Lodovico Tartaglia",11156.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Solomon-Le",NA,"Mawalara","Ing. Silvia Chapa",12870.31,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Sosa PLC",NA,"Oceanus","Aurore Dupré Le Letellier",20775.29,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Sosa-Scott",NA,"Mawalara","Scott Gordon",7694.07,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Soto and Sons",NA,"Oceanus","Morgan Gallagher",5560.03,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Soto LLC",NA,"Mawandia","Hugues-Richard Jacquet",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Soto, Alexander and Cobb",NA,"Quornova","Sante Finetti",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Soto, Ross and Reyes",NA,"Mawalara","Audrey Lefort",7286.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Soto, Wang and Blair",NA,"Rio Isla","Marie Legrand",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Soto-Sanchez",NA,"Oceanus","Valérie Raymond",182912.95,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
